"","o","nn","FIRM.COSTING_SYSTEM.CP","FIRM.COSTING_SYSTEM.RC_VAR","FIRM.COSTING_SYSTEM.NUMB_Error","FIRM.COSTING_SYSTEM.Error","FIRM.PRODUCTION_ENVIRONMENT.DENS","FIRM.PRODUCTION_ENVIRONMENT.COR","FIRM.PRODUCTION_ENVIRONMENT.Q_VAR","FIRM.PRODUCTION_ENVIRONMENT.NUMB_PRO","FIRM.PRODUCTION_ENVIRONMENT.NUMB_RES","EUCD","MAPE","MSE"
"575",575,175,4,-1,1,0,0.422468674439006,0,1,50,50,102425.24,0.552,209818592.92
"576",576,176,4,-1,1,0,0.536493676016107,0,1,50,50,81875.66,0.53,134072470.37
"577",577,177,4,-1,1,0,0.454941980820149,0,1,50,50,81351.28,0.455,132360627.63
"578",578,178,4,-1,1,0,0.608806573995389,0,1,50,50,64381.43,0.3787,82899365.69
"579",579,179,4,-1,1,0,0.543683125567622,0,1,50,50,79561.82,0.4619,126601677.31
"580",580,180,4,-1,1,0,0.416406982159242,0,1,50,50,85284.34,0.4974,145468384.52
"581",581,181,4,-1,1,0,0.514418266853318,0,1,50,50,100683.41,0.573,202742995.31
"582",582,182,4,-1,1,0,0.535188705264591,0,1,50,50,84069.51,0.5113,141353639.93
"583",583,183,4,-1,1,0,0.612179075204767,0,1,50,50,60118.83,0.3652,72285466.1
"584",584,184,4,-1,1,0,0.577356834406965,0,1,50,50,61648.35,0.3682,76010376.49
"585",585,185,4,-1,1,0,0.423043015855365,0,1,50,50,100018.6,0.645,200074415.56
"586",586,186,4,-1,1,0,0.63691371132154,0,1,50,50,69736.94,0.4203,97264819.69
"587",587,187,4,-1,1,0,0.53767117750831,0,1,50,50,68881.65,0.4159,94893632.15
"588",588,188,4,-1,1,0,0.694116424769163,0,1,50,50,68347.47,0.4152,93427525.19
"589",589,189,4,-1,1,0,0.679470938118175,0,1,50,50,63788.2,0.3892,81378680.3
"590",590,190,4,-1,1,0,0.584353822120465,0,1,50,50,55237.34,0.3092,61023266.25
"591",591,191,4,-1,1,0,0.696068906481378,0,1,50,50,60816.19,0.3457,73972177.54
"592",592,192,4,-1,1,0,0.478889215295203,0,1,50,50,107840.19,0.6135,232590119.05
"593",593,193,4,-1,1,0,0.661352606862783,0,1,50,50,60733.7,0.383,73771638.68
"594",594,194,4,-1,1,0,0.676001075934619,0,1,50,50,66090.16,0.3859,87358195.55
"595",595,195,4,-1,1,0,0.479441290325485,0,1,50,50,91265.94,0.5318,166589437.02
"596",596,196,4,-1,1,0,0.683156088856049,0,1,50,50,68037.62,0.3868,92582362.3
"597",597,197,4,-1,1,0,0.530791662726551,0,1,50,50,68605.86,0.3652,94135275.86
"598",598,198,4,-1,1,0,0.403596513578668,0,1,50,50,87852.6,0.5754,154361581.77
"599",599,199,4,-1,1,0,0.632100816722959,0,1,50,50,58502.81,0.3249,68451563.92
"600",600,200,4,-1,1,0,0.654967781389132,0,1,50,50,64724.7,0.369,83785733.93
"601",601,1,6,-1,1,0,0.617698134877719,0,1,50,50,71956.91,0.4332,103555939.57
"602",602,2,6,-1,1,0,0.57961726130452,0,1,50,50,53885.42,0.3076,58072773.64
"603",603,3,6,-1,1,0,0.651257653068751,0,1,50,50,64376.33,0.3943,82886230.02
"604",604,4,6,-1,1,0,0.515957217034884,0,1,50,50,66645.17,0.3829,88831579.87
"605",605,5,6,-1,1,0,0.633451038296334,0,1,50,50,58814.19,0.3448,69182186.88
"606",606,6,6,-1,1,0,0.677034116722643,0,1,50,50,50872.96,0.2991,51761166.95
"607",607,7,6,-1,1,0,0.549233142263256,0,1,50,50,74875.21,0.4697,112125931.03
"608",608,8,6,-1,1,0,0.403746026125737,0,1,50,50,91208.13,0.5089,166378450.26
"609",609,9,6,-1,1,0,0.647134598949924,0,1,50,50,61820.83,0.3407,76436308.08
"610",610,10,6,-1,1,0,0.495115865487605,0,1,50,50,61729.84,0.3844,76211471.85
"611",611,11,6,-1,1,0,0.690238470770419,0,1,50,50,57508.18,0.3262,66143815.36
"612",612,12,6,-1,1,0,0.685831213835627,0,1,50,50,45475.45,0.2646,41360332.3
"613",613,13,6,-1,1,0,0.432903826492839,0,1,50,50,69648.7,0.4091,97018828.91
"614",614,14,6,-1,1,0,0.691285417904146,0,1,50,50,58764.13,0.3463,69064462.6
"615",615,15,6,-1,1,0,0.487101210723631,0,1,50,50,68497.7,0.3888,93838693.52
"616",616,16,6,-1,1,0,0.607149991206825,0,1,50,50,55768.06,0.3068,62201539.93
"617",617,17,6,-1,1,0,0.502978678024374,0,1,50,50,77837.18,0.4991,121172518.53
"618",618,18,6,-1,1,0,0.649806201574393,0,1,50,50,61953.81,0.3734,76765482.8
"619",619,19,6,-1,1,0,0.630686220736243,0,1,50,50,56934.96,0.3332,64831785.24
"620",620,20,6,-1,1,0,0.535216145939194,0,1,50,50,61622.08,0.3607,75945606.71
"621",621,21,6,-1,1,0,0.567379896203056,0,1,50,50,64722.68,0.3541,83780515.8
"622",622,22,6,-1,1,0,0.53899610969238,0,1,50,50,74727.13,0.3947,111682865.53
"623",623,23,6,-1,1,0,0.419034513714723,0,1,50,50,88429.2,0.5557,156394484.87
"624",624,24,6,-1,1,0,0.673814130178653,0,1,50,50,44866.46,0.2717,40259981.13
"625",625,25,6,-1,1,0,0.54452023350168,0,1,50,50,63998.53,0.3543,81916241.51
"626",626,26,6,-1,1,0,0.54405802693218,0,1,50,50,72989.97,0.4168,106550713.85
"627",627,27,6,-1,1,0,0.651064893673174,0,1,50,50,49551.52,0.3162,49107057.16
"628",628,28,6,-1,1,0,0.487810475914739,0,1,50,50,60297.87,0.3441,72716661.52
"629",629,29,6,-1,1,0,0.47165324757807,0,1,50,50,58736.8,0.3557,69000234.85
"630",630,30,6,-1,1,0,0.425048789079301,0,1,50,50,82009.24,0.4414,134510304.7
"631",631,31,6,-1,1,0,0.542947610560805,0,1,50,50,58388.47,0.3402,68184279.9
"632",632,32,6,-1,1,0,0.49936528315302,0,1,50,50,63507.99,0.3711,80665301.43
"633",633,33,6,-1,1,0,0.612281893705949,0,1,50,50,54945.73,0.3119,60380659.43
"634",634,34,6,-1,1,0,0.68304130169563,0,1,50,50,47207.66,0.2547,44571272.18
"635",635,35,6,-1,1,0,0.679597165808082,0,1,50,50,55347.78,0.3452,61267526.79
"636",636,36,6,-1,1,0,0.533856607810594,0,1,50,50,56695.83,0.3459,64288348.91
"637",637,37,6,-1,1,0,0.540841079666279,0,1,50,50,60600.15,0.3683,73447562.49
"638",638,38,6,-1,1,0,0.440672461781651,0,1,50,50,66032.53,0.3642,87205898.04
"639",639,39,6,-1,1,0,0.416505936183967,0,1,50,50,84117.45,0.4775,141514904.2
"640",640,40,6,-1,1,0,0.466792236454785,0,1,50,50,59867.38,0.3704,71682073.91
"641",641,41,6,-1,1,0,0.486962020001374,0,1,50,50,76186.44,0.4509,116087466.75
"642",642,42,6,-1,1,0,0.635265268897638,0,1,50,50,56327.11,0.3178,63454873.35
"643",643,43,6,-1,1,0,0.639143027109094,0,1,50,50,55374.81,0.3179,61327395.51
"644",644,44,6,-1,1,0,0.48247804727871,0,1,50,50,79659.54,0.4749,126912843.95
"645",645,45,6,-1,1,0,0.400598728214391,0,1,50,50,71376.91,0.4228,101893255.9
"646",646,46,6,-1,1,0,0.652104738191701,0,1,50,50,48324.35,0.278,46704863.41
"647",647,47,6,-1,1,0,0.580834710388444,0,1,50,50,63788.89,0.3562,81380438.04
"648",648,48,6,-1,1,0,0.423939460748807,0,1,50,50,85492,0.481,146177658.19
"649",649,49,6,-1,1,0,0.69384505667258,0,1,50,50,52794.12,0.3169,55744374.91
"650",650,50,6,-1,1,0,0.534245675429702,0,1,50,50,70334.75,0.3878,98939546.03
"651",651,51,6,-1,1,0,0.480065115424804,0,1,50,50,62644.71,0.3661,78487201.05
"652",652,52,6,-1,1,0,0.518121415702626,0,1,50,50,87593.7,0.4942,153453133.05
"653",653,53,6,-1,1,0,0.417494355421513,0,1,50,50,82774.92,0.4968,137033758.89
"654",654,54,6,-1,1,0,0.400293442117982,0,1,50,50,87022.42,0.5448,151458023.21
"655",655,55,6,-1,1,0,0.53146467988845,0,1,50,50,54178.43,0.331,58706048.73
"656",656,56,6,-1,1,0,0.519203220517375,0,1,50,50,60506.02,0.322,73219574.09
"657",657,57,6,-1,1,0,0.495199596369639,0,1,50,50,58491.79,0.3684,68425793.59
"658",658,58,6,-1,1,0,0.698904123995453,0,1,50,50,55355.34,0.3198,61284282.36
"659",659,59,6,-1,1,0,0.436543921218254,0,1,50,50,65855.1,0.415,86737879.39
"660",660,60,6,-1,1,0,0.472827938338742,0,1,50,50,65099.6,0.3926,84759161.57
"661",661,61,6,-1,1,0,0.426327096368186,0,1,50,50,71993.29,0.4219,103660673.94
"662",662,62,6,-1,1,0,0.421057765372097,0,1,50,50,74382.31,0.466,110654560.83
"663",663,63,6,-1,1,0,0.590731858182698,0,1,50,50,61548.19,0.3364,75763591.17
"664",664,64,6,-1,1,0,0.418386093457229,0,1,50,50,90073.61,0.5294,162265108.11
"665",665,65,6,-1,1,0,0.469883724092506,0,1,50,50,51954.07,0.2984,53984513.43
"666",666,66,6,-1,1,0,0.506059116707183,0,1,50,50,67767.6,0.3922,91848939.73
"667",667,67,6,-1,1,0,0.466615943587385,0,1,50,50,65354.68,0.3497,85424687.17
"668",668,68,6,-1,1,0,0.520121295400895,0,1,50,50,57883.55,0.332,67010115.5
"669",669,69,6,-1,1,0,0.559057735116221,0,1,50,50,68317.27,0.4176,93344989.42
"670",670,70,6,-1,1,0,0.681177112576552,0,1,50,50,48878.04,0.3036,47781254.4
"671",671,71,6,-1,1,0,0.51203598245047,0,1,50,50,65833.94,0.3756,86682151.02
"672",672,72,6,-1,1,0,0.500650350796059,0,1,50,50,78062.31,0.4539,121874492.73
"673",673,73,6,-1,1,0,0.600445174705237,0,1,50,50,55713.15,0.299,62079091.69
"674",674,74,6,-1,1,0,0.499530191090889,0,1,50,50,73158.1,0.4312,107042138.38
"675",675,75,6,-1,1,0,0.407188797858544,0,1,50,50,63277.38,0.3585,80080531.79
"676",676,76,6,-1,1,0,0.628471373929642,0,1,50,50,60526.4,0.3565,73268891.27
"677",677,77,6,-1,1,0,0.43837998227682,0,1,50,50,70421.13,0.4266,99182708.36
"678",678,78,6,-1,1,0,0.638417932763696,0,1,50,50,50320.05,0.2934,50642150.45
"679",679,79,6,-1,1,0,0.433853275189176,0,1,50,50,57433.9,0.342,65973057.59
"680",680,80,6,-1,1,0,0.421541107050143,0,1,50,50,70388.94,0.4292,99092043.43
"681",681,81,6,-1,1,0,0.440473651140928,0,1,50,50,73033.03,0.4452,106676476.74
"682",682,82,6,-1,1,0,0.679810326686129,0,1,50,50,53884.92,0.2996,58071683.51
"683",683,83,6,-1,1,0,0.695799364312552,0,1,50,50,58242.29,0.3134,67843281.67
"684",684,84,6,-1,1,0,0.420973592554219,0,1,50,50,68288.47,0.4341,93266301.16
"685",685,85,6,-1,1,0,0.50865236481186,0,1,50,50,64633.38,0.3954,83549465.85
"686",686,86,6,-1,1,0,0.677319704298861,0,1,50,50,44329.92,0.2666,39302830.19
"687",687,87,6,-1,1,0,0.658979218453169,0,1,50,50,50052.08,0.2633,50104209.57
"688",688,88,6,-1,1,0,0.546701249340549,0,1,50,50,55825.46,0.31,62329632.72
"689",689,89,6,-1,1,0,0.531596274930052,0,1,50,50,64944.94,0.4118,84356907.54
"690",690,90,6,-1,1,0,0.460469610639848,0,1,50,50,60896.55,0.3517,74167803.35
"691",691,91,6,-1,1,0,0.495274932775646,0,1,50,50,56027.56,0.3288,62781750.83
"692",692,92,6,-1,1,0,0.490994420554489,0,1,50,50,59098.39,0.3557,69852393.1
"693",693,93,6,-1,1,0,0.608340433589183,0,1,50,50,52250.75,0.3156,54602821.14
"694",694,94,6,-1,1,0,0.694440260715783,0,1,50,50,55400.33,0.3207,61383936.72
"695",695,95,6,-1,1,0,0.415289904479869,0,1,50,50,71671.82,0.4336,102736983.58
"696",696,96,6,-1,1,0,0.62571387893986,0,1,50,50,50412,0.3005,50827391.63
"697",697,97,6,-1,1,0,0.481137468316592,0,1,50,50,76271.88,0.4963,116347995.64
"698",698,98,6,-1,1,0,0.473148004873656,0,1,50,50,86086.05,0.5511,148216165.19
"699",699,99,6,-1,1,0,0.629639380821027,0,1,50,50,55607.21,0.3541,61843242.79
"700",700,100,6,-1,1,0,0.520601433864795,0,1,50,50,63311.8,0.373,80167679.27
"701",701,101,6,-1,1,0,0.530887659755535,0,1,50,50,48172.05,0.3127,46410929.99
"702",702,102,6,-1,1,0,0.522897596796975,0,1,50,50,67487,0.4133,91089905.32
"703",703,103,6,-1,1,0,0.420686044800095,0,1,50,50,64777.62,0.3722,83922788.12
"704",704,104,6,-1,1,0,0.61218834517058,0,1,50,50,53907.68,0.3116,58120769.27
"705",705,105,6,-1,1,0,0.625512625393458,0,1,50,50,61136.34,0.3619,74753036.67
"706",706,106,6,-1,1,0,0.579121799534187,0,1,50,50,55251.19,0.3226,61053873.72
"707",707,107,6,-1,1,0,0.554643943649717,0,1,50,50,55278.94,0.3378,61115229.66
"708",708,108,6,-1,1,0,0.660428740014322,0,1,50,50,51177.22,0.2898,52382166.38
"709",709,109,6,-1,1,0,0.62298607530538,0,1,50,50,65622.53,0.3588,86126322.11
"710",710,110,6,-1,1,0,0.646773445862345,0,1,50,50,64900.93,0.3645,84242610.72
"711",711,111,6,-1,1,0,0.474618974258192,0,1,50,50,63359.35,0.3647,80288136.28
"712",712,112,6,-1,1,0,0.475997215206735,0,1,50,50,69758.63,0.4584,97325330.65
"713",713,113,6,-1,1,0,0.550400467845611,0,1,50,50,56227.34,0.3523,63230277.99
"714",714,114,6,-1,1,0,0.584999986039475,0,1,50,50,54578.27,0.3447,59575751.6
"715",715,115,6,-1,1,0,0.413006364973262,0,1,50,50,74848.67,0.4706,112046479.72
"716",716,116,6,-1,1,0,0.410819591744803,0,1,50,50,58427.05,0.338,68274412.95
"717",717,117,6,-1,1,0,0.495714746671729,0,1,50,50,69334.15,0.3898,96144483.68
"718",718,118,6,-1,1,0,0.522327271290123,0,1,50,50,71092.59,0.3983,101083135.29
"719",719,119,6,-1,1,0,0.655586496321484,0,1,50,50,53401.88,0.3469,57035210.14
"720",720,120,6,-1,1,0,0.568608135520481,0,1,50,50,59579.08,0.3419,70993330.91
"721",721,121,6,-1,1,0,0.412346492591314,0,1,50,50,87223.38,0.5296,152158344.16
"722",722,122,6,-1,1,0,0.525181599333882,0,1,50,50,63752.94,0.3534,81288754.83
"723",723,123,6,-1,1,0,0.472175165638328,0,1,50,50,82767.34,0.4692,137008657.09
"724",724,124,6,-1,1,0,0.53858166844584,0,1,50,50,69759.4,0.3763,97327484.42
"725",725,125,6,-1,1,0,0.580854882556014,0,1,50,50,65629.66,0.3528,86145033.44
"726",726,126,6,-1,1,0,0.430743988719769,0,1,50,50,92535.02,0.4961,171254613.95
"727",727,127,6,-1,1,0,0.665962606528774,0,1,50,50,60908.13,0.3562,74195999.81
"728",728,128,6,-1,1,0,0.452163004339673,0,1,50,50,61193.86,0.4144,74893776.89
"729",729,129,6,-1,1,0,0.574057374009863,0,1,50,50,54231.54,0.3339,58821208.69
"730",730,130,6,-1,1,0,0.61589101080317,0,1,50,50,46927.09,0.2921,44043033.48
"731",731,131,6,-1,1,0,0.418075621686876,0,1,50,50,85847.5,0.4581,147395876.59
"732",732,132,6,-1,1,0,0.407597895641811,0,1,50,50,79814.28,0.458,127406387.3
"733",733,133,6,-1,1,0,0.44207853875123,0,1,50,50,73289.41,0.3752,107426740.38
"734",734,134,6,-1,1,0,0.421471099788323,0,1,50,50,71865.29,0.3991,103292408.28
"735",735,135,6,-1,1,0,0.66615028209053,0,1,50,50,51838.4,0.3128,53744402.64
"736",736,136,6,-1,1,0,0.665701196133159,0,1,50,50,56113.12,0.3245,62973652.33
"737",737,137,6,-1,1,0,0.427453576517291,0,1,50,50,68790.05,0.366,94641412.88
"738",738,138,6,-1,1,0,0.46431758410763,0,1,50,50,68875,0.3168,94875313.76
"739",739,139,6,-1,1,0,0.49764865799807,0,1,50,50,61458.43,0.3545,75542760.3
"740",740,140,6,-1,1,0,0.416065148590133,0,1,50,50,70776.1,0.4205,100185112.86
"741",741,141,6,-1,1,0,0.668793078418821,0,1,50,50,52545.9,0.3386,55221428.47
"742",742,142,6,-1,1,0,0.604560733097605,0,1,50,50,49537.31,0.2995,49078900.57
"743",743,143,6,-1,1,0,0.653616501670331,0,1,50,50,62760.76,0.3708,78778259.14
"744",744,144,6,-1,1,0,0.68569213822484,0,1,50,50,48039.04,0.2708,46154994.07
"745",745,145,6,-1,1,0,0.438363558915444,0,1,50,50,80111.47,0.4814,128356950.48
"746",746,146,6,-1,1,0,0.533831352298148,0,1,50,50,52096.74,0.3026,54281413.59
"747",747,147,6,-1,1,0,0.603744670166634,0,1,50,50,57284.5,0.3312,65630271.03
"748",748,148,6,-1,1,0,0.486586211505346,0,1,50,50,83439.86,0.4872,139244196.23
"749",749,149,6,-1,1,0,0.59837809316814,0,1,50,50,51570.18,0.3075,53189678.88
"750",750,150,6,-1,1,0,0.416971954703331,0,1,50,50,70275.32,0.4006,98772409.5
"751",751,151,6,-1,1,0,0.531808174261823,0,1,50,50,55379.33,0.3147,61337410.11
"752",752,152,6,-1,1,0,0.611075044586323,0,1,50,50,65188.44,0.3827,84990643.96
"753",753,153,6,-1,1,0,0.658561974787153,0,1,50,50,58777.61,0.3469,69096144.97
"754",754,154,6,-1,1,0,0.674370604101568,0,1,50,50,43903.49,0.2702,38550323
"755",755,155,6,-1,1,0,0.661167088593356,0,1,50,50,47317.18,0.298,44778310.19
"756",756,156,6,-1,1,0,0.546675605536439,0,1,50,50,67530.78,0.3551,91208113.16
"757",757,157,6,-1,1,0,0.639150470658205,0,1,50,50,67121.65,0.3862,90106308.62
"758",758,158,6,-1,1,0,0.6788743985584,0,1,50,50,47476.08,0.2965,45079562.37
"759",759,159,6,-1,1,0,0.488475822098553,0,1,50,50,76654.27,0.4119,117517544.3
"760",760,160,6,-1,1,0,0.572821161267348,0,1,50,50,67345.8,0.3817,90709141.58
"761",761,161,6,-1,1,0,0.59899587163236,0,1,50,50,50624.28,0.3318,51256360.97
"762",762,162,6,-1,1,0,0.657261875737458,0,1,50,50,41194.4,0.2438,33939570.75
"763",763,163,6,-1,1,0,0.558765230933204,0,1,50,50,49308.98,0.288,48627515.28
"764",764,164,6,-1,1,0,0.684295188589021,0,1,50,50,55972.8,0.3193,62659087.42
"765",765,165,6,-1,1,0,0.634435076941736,0,1,50,50,45808.83,0.2806,41968973.26
"766",766,166,6,-1,1,0,0.658073074230924,0,1,50,50,55063.95,0.3103,60640770.16
"767",767,167,6,-1,1,0,0.553919240320101,0,1,50,50,62076.79,0.3728,77070569.45
"768",768,168,6,-1,1,0,0.581849474855699,0,1,50,50,62616.87,0.3336,78417445.67
"769",769,169,6,-1,1,0,0.557477495330386,0,1,50,50,50905.22,0.2876,51826819.64
"770",770,170,6,-1,1,0,0.613938827486709,0,1,50,50,54112.88,0.2956,58564082.81
"771",771,171,6,-1,1,0,0.594953273446299,0,1,50,50,60875.92,0.36,74117559.44
"772",772,172,6,-1,1,0,0.422756763524376,0,1,50,50,64408.01,0.3825,82967846.38
"773",773,173,6,-1,1,0,0.633460158994421,0,1,50,50,44619.13,0.2417,39817343.49
"774",774,174,6,-1,1,0,0.6792041053297,0,1,50,50,53783.32,0.2774,57852900.7
"775",775,175,6,-1,1,0,0.605370624712668,0,1,50,50,59495.01,0.3702,70793121.58
"776",776,176,6,-1,1,0,0.55944698874373,0,1,50,50,74614.87,0.4144,111347581.86
"777",777,177,6,-1,1,0,0.618944563693367,0,1,50,50,52771.16,0.2788,55695905.04
"778",778,178,6,-1,1,0,0.673569682240486,0,1,50,50,52509.15,0.3149,55144226.44
"779",779,179,6,-1,1,0,0.682480634027161,0,1,50,50,52513.39,0.3018,55153121
"780",780,180,6,-1,1,0,0.470607963064685,0,1,50,50,75324.38,0.433,113475236.69
"781",781,181,6,-1,1,0,0.577065167645924,0,1,50,50,55331.01,0.3438,61230415.52
"782",782,182,6,-1,1,0,0.572140873852186,0,1,50,50,65350.85,0.4044,85414684.13
"783",783,183,6,-1,1,0,0.567072417400777,0,1,50,50,52621.72,0.3308,55380908.14
"784",784,184,6,-1,1,0,0.548550621629693,0,1,50,50,64377.92,0.3859,82890340.86
"785",785,185,6,-1,1,0,0.601139239524491,0,1,50,50,60495.15,0.3241,73193274.65
"786",786,186,6,-1,1,0,0.549746150639839,0,1,50,50,61934.57,0.3582,76717824.36
"787",787,187,6,-1,1,0,0.458268867013976,0,1,50,50,88830.48,0.47,157817077.93
"788",788,188,6,-1,1,0,0.490944276517257,0,1,50,50,54573.13,0.3434,59564529.91
"789",789,189,6,-1,1,0,0.567298821546137,0,1,50,50,59020.07,0.3299,69667367.86
"790",790,190,6,-1,1,0,0.637271090876311,0,1,50,50,60014.32,0.3353,72034372.83
"791",791,191,6,-1,1,0,0.615687314141542,0,1,50,50,61541.96,0.3451,75748254.91
"792",792,192,6,-1,1,0,0.582978258980438,0,1,50,50,66204.01,0.3945,87659420.35
"793",793,193,6,-1,1,0,0.608829426276497,0,1,50,50,68256.56,0.3653,93179166.17
"794",794,194,6,-1,1,0,0.623189111752436,0,1,50,50,57127.51,0.3244,65271042.13
"795",795,195,6,-1,1,0,0.403791643097065,0,1,50,50,94725.05,0.5373,179456693.36
"796",796,196,6,-1,1,0,0.672860254859552,0,1,50,50,41885.28,0.2507,35087536.52
"797",797,197,6,-1,1,0,0.6777665077243,0,1,50,50,46693.52,0.2679,43605700.35
"798",798,198,6,-1,1,0,0.627872834727168,0,1,50,50,63472.55,0.3734,80575291.73
"799",799,199,6,-1,1,0,0.582773542939685,0,1,50,50,64335.47,0.3725,82781044.08
"800",800,200,6,-1,1,0,0.667195689608343,0,1,50,50,57167.87,0.3348,65363314.79
"801",801,1,8,-1,1,0,0.443057061196305,0,1,50,50,81527.6,0.4275,132935001.88
"802",802,2,8,-1,1,0,0.572534935409203,0,1,50,50,46226.83,0.2778,42738399.48
"803",803,3,8,-1,1,0,0.578611129359342,0,1,50,50,67129.37,0.3557,90127050.96
"804",804,4,8,-1,1,0,0.558109072363004,0,1,50,50,58055.12,0.3425,67407933.15
"805",805,5,8,-1,1,0,0.466277571953833,0,1,50,50,67304.6,0.4392,90598188.49
"806",806,6,8,-1,1,0,0.540447990968823,0,1,50,50,48844.05,0.307,47714832.99
"807",807,7,8,-1,1,0,0.625078084412962,0,1,50,50,48119.28,0.2692,46309304.66
"808",808,8,8,-1,1,0,0.587961835879832,0,1,50,50,55550.47,0.3103,61717098.79
"809",809,9,8,-1,1,0,0.629725951142609,0,1,50,50,44416.59,0.2549,39456676.92
"810",810,10,8,-1,1,0,0.493637568783015,0,1,50,50,86070.69,0.4611,148163277.96
"811",811,11,8,-1,1,0,0.483078158437274,0,1,50,50,60219.55,0.3613,72527892.01
"812",812,12,8,-1,1,0,0.602278613485396,0,1,50,50,43678.1,0.252,38155533.14
"813",813,13,8,-1,1,0,0.449949047761038,0,1,50,50,64327.79,0.3405,82761283.88
"814",814,14,8,-1,1,0,0.665835490776226,0,1,50,50,38456.85,0.2317,29578586.6
"815",815,15,8,-1,1,0,0.494118198705837,0,1,50,50,61779.57,0.3856,76334307.59
"816",816,16,8,-1,1,0,0.424007371207699,0,1,50,50,62614.86,0.3744,78412414.74
"817",817,17,8,-1,1,0,0.419560371758416,0,1,50,50,70821.57,0.3705,100313895.6
"818",818,18,8,-1,1,0,0.486251690937206,0,1,50,50,75152.27,0.4445,112957264.95
"819",819,19,8,-1,1,0,0.401566546480171,0,1,50,50,68348,0.4271,93428981.41
"820",820,20,8,-1,1,0,0.434051766619086,0,1,50,50,78893.84,0.522,124484767.82
"821",821,21,8,-1,1,0,0.522343504521996,0,1,50,50,56156.78,0.3345,63071673.69
"822",822,22,8,-1,1,0,0.603398920223117,0,1,50,50,58144.78,0.3512,67616320.25
"823",823,23,8,-1,1,0,0.451455760374665,0,1,50,50,47076.04,0.2915,44323067.75
"824",824,24,8,-1,1,0,0.528212162060663,0,1,50,50,58574.56,0.3361,68619574.27
"825",825,25,8,-1,1,0,0.637550184782594,0,1,50,50,49202.17,0.3024,48417074.11
"826",826,26,8,-1,1,0,0.593117722705938,0,1,50,50,48707.59,0.273,47448584.81
"827",827,27,8,-1,1,0,0.587460687267594,0,1,50,50,52948.48,0.3288,56070836.51
"828",828,28,8,-1,1,0,0.682899967720732,0,1,50,50,47347.34,0.2935,44835408.35
"829",829,29,8,-1,1,0,0.578158190310933,0,1,50,50,38064.8,0.2341,28978575.81
"830",830,30,8,-1,1,0,0.467077854415402,0,1,50,50,65075.89,0.3983,84697428.16
"831",831,31,8,-1,1,0,0.418430001707748,0,1,50,50,74325.89,0.4641,110486757.24
"832",832,32,8,-1,1,0,0.458419715217315,0,1,50,50,68456.33,0.3571,93725379.56
"833",833,33,8,-1,1,0,0.597596016060561,0,1,50,50,51946.5,0.304,53968776.94
"834",834,34,8,-1,1,0,0.423422749945894,0,1,50,50,57538.36,0.3519,66213265.88
"835",835,35,8,-1,1,0,0.591658134479076,0,1,50,50,48389.65,0.264,46831163.43
"836",836,36,8,-1,1,0,0.4797957185423,0,1,50,50,50906.36,0.2809,51829148.47
"837",837,37,8,-1,1,0,0.470248948410153,0,1,50,50,47701.93,0.2915,45509484.76
"838",838,38,8,-1,1,0,0.568470220663585,0,1,50,50,45095.29,0.2884,40671704.07
"839",839,39,8,-1,1,0,0.536062829149887,0,1,50,50,69750.72,0.3854,97303254.18
"840",840,40,8,-1,1,0,0.674507573409937,0,1,50,50,45181.92,0.2757,40828126.41
"841",841,41,8,-1,1,0,0.609415502846241,0,1,50,50,56104.25,0.3016,62953745.73
"842",842,42,8,-1,1,0,0.553244232875295,0,1,50,50,49032.51,0.3116,48083745.38
"843",843,43,8,-1,1,0,0.567261112411506,0,1,50,50,67732.98,0.4024,91755128.94
"844",844,44,8,-1,1,0,0.684251749166287,0,1,50,50,54976.83,0.32,60449036.81
"845",845,45,8,-1,1,0,0.423049752041698,0,1,50,50,64548.2,0.3966,83329404.9
"846",846,46,8,-1,1,0,0.446474679256789,0,1,50,50,65405.76,0.3845,85558280.38
"847",847,47,8,-1,1,0,0.5841476831818,0,1,50,50,55816.34,0.3202,62309275.04
"848",848,48,8,-1,1,0,0.587657310790382,0,1,50,50,36474.7,0.2307,26608072.39
"849",849,49,8,-1,1,0,0.63841423089616,0,1,50,50,55331.14,0.329,61230703.53
"850",850,50,8,-1,1,0,0.421854834142141,0,1,50,50,67027.57,0.3706,89853891.1
"851",851,51,8,-1,1,0,0.518837937805802,0,1,50,50,67207.03,0.386,90335697.93
"852",852,52,8,-1,1,0,0.485714921960607,0,1,50,50,63031.99,0.366,79460630.09
"853",853,53,8,-1,1,0,0.544416479300708,0,1,50,50,55398.47,0.2992,61379802.41
"854",854,54,8,-1,1,0,0.508622066956013,0,1,50,50,64353.6,0.4016,82827719.37
"855",855,55,8,-1,1,0,0.548418331169523,0,1,50,50,53385.59,0.3344,57000421.65
"856",856,56,8,-1,1,0,0.599973150272854,0,1,50,50,72770.23,0.4264,105910136.11
"857",857,57,8,-1,1,0,0.697455850010738,0,1,50,50,43899.8,0.2538,38543854.24
"858",858,58,8,-1,1,0,0.667740474129096,0,1,50,50,44205.27,0.2682,39082119.59
"859",859,59,8,-1,1,0,0.607906628889032,0,1,50,50,52350.02,0.2977,54810499.31
"860",860,60,8,-1,1,0,0.578757454548031,0,1,50,50,41125.19,0.2343,33825618.59
"861",861,61,8,-1,1,0,0.532103707804345,0,1,50,50,58229.82,0.3427,67814235.13
